seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr2	119648575	119648774	200	*	Distal Intergenic	2	119599747	119605759	6013	2	2019	uc002tlm.3	-42816	ENSG00000163064	EN1	engrailed homeobox 1
chr2	131271525	131271799	275	*	Distal Intergenic	2	131220389	131266808	46420	2	653269	uc031rpa.1	-4717	ENSG00000196834	POTEI	POTE ankyrin domain family member I
chr2	131272050	131272324	275	*	Distal Intergenic	2	131220389	131266808	46420	2	653269	uc031rpa.1	-5242	ENSG00000196834	POTEI	POTE ankyrin domain family member I
chr2	131887275	131887499	225	*	Intron (uc002tsf.4/55041, intron 4 of 7)	2	131877808	131907425	29618	1	55041	uc002tsi.4	9467	ENSG00000115762	PLEKHB2	pleckstrin homology domain containing B2
chr2	137647700	137647799	100	*	Intron (uc010zbj.1/80731, intron 2 of 8)	2	137748462	138435287	686826	1	80731	uc002tva.1	-100663	ENSG00000144229	THSD7B	thrombospondin type 1 domain containing 7B
chr2	143758225	143758399	175	*	Intron (uc002tvl.3/8942, intron 10 of 13)	2	143635195	143799885	164691	1	8942	uc010fnm.3	123030	ENSG00000115919	KYNU	kynureninase
chr2	158599125	158599299	175	*	Intron (uc002tzm.3/90, intron 10 of 11)	2	158592958	158694790	101833	2	90	uc002tzm.3	95491	ENSG00000115170	ACVR1	activin A receptor type 1
chr2	163720175	163720249	75	*	Distal Intergenic	2	163279757	163695257	415501	2	90134	uc002uci.3	-24918	ENSG00000184611	KCNH7	potassium voltage-gated channel subfamily H member 7
chr2	174914525	174914749	225	*	Distal Intergenic	2	174771187	174830430	59244	2	6670	uc010zel.2	-84095	ENSG00000172845	SP3	Sp3 transcription factor
chr2	175270225	175270449	225	*	Intron (uc002uiq.3/79634, intron 5 of 7)	2	175274765	175294303	19539	1	79634	uc002uis.3	-4316	ENSG00000144306	SCRN3	secernin 3
chr2	175273075	175273199	125	*	Intron (uc002uiq.3/79634, intron 5 of 7)	2	175274765	175294303	19539	1	79634	uc002uis.3	-1566	ENSG00000144306	SCRN3	secernin 3
chr2	203404600	203404749	150	*	Intron (uc002uzf.4/659, intron 9 of 12)	2	203499901	203589955	90055	1	150864	uc010zhw.2	-95152	ENSG00000138439	FAM117B	family with sequence similarity 117 member B
chr2	210150475	210150574	100	*	Distal Intergenic	2	210288771	210561074	272304	1	4133	uc002vdc.1	-138197	ENSG00000078018	MAP2	microtubule associated protein 2
chr2	213436200	213436349	150	*	Distal Intergenic	2	212426487	213403352	976866	2	2066	uc010fut.1	-32848	ENSG00000178568	ERBB4	erb-b2 receptor tyrosine kinase 4
chr2	217350700	217350924	225	*	Distal Intergenic	2	217363520	217366188	2669	1	6168	uc002vgf.3	-12596	ENSG00000197756	RPL37A	ribosomal protein L37a
chr2	218607775	218607899	125	*	Intron (uc002vgo.3/729582, intron 1 of 12)	2	218148746	218621316	472571	2	729582	uc002vgo.3	13417	NA	DIRC3	disrupted in renal carcinoma 3
chr20	283150	283424	275	*	Distal Intergenic	20	278204	280963	2760	1	85364	uc002wdf.3	4946	ENSG00000247315	ZCCHC3	zinc finger CCHC-type containing 3
chr20	1729525	1729624	100	*	Distal Intergenic	20	1754011	1760392	6382	2	100289473	uc021vzr.1	30768	ENSG00000232528	LOC100289473	cytoskeleton associated protein 2-like pseudogene
chr20	4149875	4150099	225	*	Intron (uc002wkk.2/54498, intron 1 of 8)	20	4152357	4168394	16038	1	54498	uc002wko.2	-2258	ENSG00000088826	SMOX	spermine oxidase
chr20	4155800	4155949	150	*	Exon (uc002wkk.2/54498, exon 2 of 9)	20	4152357	4168394	16038	1	54498	uc002wko.2	3443	ENSG00000088826	SMOX	spermine oxidase
chr20	6071125	6071324	200	*	Intron (uc002wmq.3/55612, intron 1 of 6)	20	6055492	6074819	19328	2	55612	uc002wmq.3	3495	ENSG00000101311	FERMT1	fermitin family member 1
chr20	14070850	14070974	125	*	Intron (uc002wot.3/140733, intron 3 of 16)	20	13976146	16033841	2057696	1	140733	uc002wou.3	94704	ENSG00000172264	MACROD2	mono-ADP ribosylhydrolase 2
chr20	17433550	17433724	175	*	Intron (uc002wpl.3/5126, intron 9 of 12)	20	17474550	17512013	37464	2	631	uc002wpo.3	78289	ENSG00000125864	BFSP1	beaded filament structural protein 1
chr20	18557100	18557249	150	*	Distal Intergenic	20	18548073	18550203	2131	1	388789	uc002wre.4	9027	ENSG00000232388	SMIM26	small integral membrane protein 26
chr20	18560900	18561149	250	*	Distal Intergenic	20	18568556	18744560	176005	1	92675	uc002wrf.4	-7407	ENSG00000125821	DTD1	D-aminoacyl-tRNA deacylase 1
chr20	25398800	25398874	75	*	Exon (uc002wuv.1/9837, exon 4 of 7)	20	25388323	25429191	40869	1	9837	uc010zte.1	10477	ENSG00000101003	GINS1	GINS complex subunit 1
chr20	29685800	29685974	175	*	Distal Intergenic	20	29637584	29638138	555	2	140678	uc021wbp.1	-47662	NA	MLLT10P1	MLLT10 pseudogene 1
chr20	31967275	31967374	100	*	Exon (uc002wyy.4/51654, exon 8 of 14)	20	31946647	31960955	14309	2	51654	uc002wzb.1	-6320	ENSG00000101391	CDK5RAP1	CDK5 regulatory subunit associated protein 1
chr20	35596325	35596499	175	*	Distal Intergenic	20	35520227	35580246	60020	2	25939	uc002xgh.2	-16079	ENSG00000101347	SAMHD1	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1
chr20	35605700	35605774	75	*	Distal Intergenic	20	35520227	35580246	60020	2	25939	uc002xgh.2	-25454	ENSG00000101347	SAMHD1	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1
chr20	43512575	43512699	125	*	Distal Intergenic	20	43514344	43537161	22818	1	7529	uc002xmt.3	-1645	ENSG00000166913	YWHAB	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta
chr20	44074050	44074074	25	*	Distal Intergenic	20	44098394	44110172	11779	1	10406	uc002xoo.3	-24320	ENSG00000101443	WFDC2	WAP four-disulfide core domain 2
chr20	44075850	44076074	225	*	Distal Intergenic	20	44098394	44110172	11779	1	10406	uc002xoo.3	-22320	ENSG00000101443	WFDC2	WAP four-disulfide core domain 2
chr20	44076200	44076449	250	*	Distal Intergenic	20	44098394	44110172	11779	1	10406	uc002xoo.3	-21945	ENSG00000101443	WFDC2	WAP four-disulfide core domain 2
chr20	44085050	44085199	150	*	Distal Intergenic	20	44098394	44110172	11779	1	10406	uc002xoo.3	-13195	ENSG00000101443	WFDC2	WAP four-disulfide core domain 2
chr20	47558650	47558774	125	*	Intron (uc002xtx.4/10564, intron 3 of 38)	20	47538275	47653230	114956	1	10564	uc002xtx.4	20375	ENSG00000124198	ARFGEF2	ADP ribosylation factor guanine nucleotide exchange factor 2
chr20	61483700	61483924	225	*	3' UTR	20	61476476	61477543	1068	1	100132911	uc011aan.1	7224	NA	DPH3P1	diphthamide biosynthesis 3 pseudogene 1
chr21	9799575	9799699	125	*	Distal Intergenic	21	9825832	9826011	180	1	100500862	uc021wgv.1	-26133	ENSG00000275708	MIR3648-1	microRNA 3648-1
chr21	17236975	17237124	150	*	Intron (uc002yjy.1/29761, intron 19 of 23)	21	17102496	17252377	149882	1	29761	uc011aby.1	134479	ENSG00000155313	USP25	ubiquitin specific peptidase 25
chr21	27110325	27110399	75	*	Intron (uc002ylx.4/2551, intron 1 of 9)	21	27096791	27107965	11175	2	522	uc002ylw.3	-2360	ENSG00000154723	ATP5PF	ATP synthase peripheral stalk subunit F6
chr21	29075925	29076049	125	*	Distal Intergenic	21	29094698	29123552	28855	1	54088	uc011acl.1	-18649	ENSG00000225298	LINC00113	long intergenic non-protein coding RNA 113
chr21	29087350	29087474	125	*	Distal Intergenic	21	29094698	29123552	28855	1	54088	uc011acl.1	-7224	ENSG00000225298	LINC00113	long intergenic non-protein coding RNA 113
chr21	34877050	34877199	150	*	Intron (uc002yrx.3/2618, intron 20 of 21)	21	34860238	34864023	3786	2	54943	uc002yrw.3	-13027	ENSG00000177692	DNAJC28	DnaJ heat shock protein family (Hsp40) member C28
chr21	36798475	36798699	225	*	Intron (uc002yut.1/861, intron 7 of 10)	21	36744805	36953227	208423	2	100506403	uc031rvg.1	154528	ENSG00000159216	LOC100506403	uncharacterized LOC100506403
chr21	45553425	45553674	250	*	Promoter	21	45553494	45565605	12112	1	8209	uc002zec.4	0	ENSG00000160221	GATD3A	glutamine amidotransferase like class 1 domain containing 3A
chr22	18047175	18047399	225	*	Intron (uc010gqx.3/83733, intron 1 of 7)	22	18043183	18073647	30465	1	83733	uc002zmq.1	3992	ENSG00000182902	SLC25A18	solute carrier family 25 member 18
chr22	18685250	18685274	25	*	Distal Intergenic	22	18632758	18660162	27405	1	11274	uc002zny.3	52492	ENSG00000184979	USP18	ubiquitin specific peptidase 18
chr22	21631375	21631674	300	*	Distal Intergenic	22	21636714	21652015	15302	1	29797	uc010gtd.3	-5040	NA	POM121L8P	POM121 transmembrane nucleoporin like 8, pseudogene
chr22	23678075	23678349	275	*	Distal Intergenic	22	23701793	23724313	22521	2	649264	uc021wms.1	45964	NA	CES5AP1	carboxylesterase 5A pseudogene 1
chr22	27766725	27766974	250	*	Distal Intergenic	22	28144265	28187871	43607	2	4330	uc010gvg.4	420897	ENSG00000169184	MN1	MN1 proto-oncogene, transcriptional regulator
chr22	29957250	29957424	175	*	Intron (uc011akp.2/8508, intron 6 of 9)	22	29925151	29949736	24586	2	8563	uc003afv.1	-7514	ENSG00000100296	THOC5	THO complex 5
chr22	35993100	35993299	200	*	Distal Intergenic	22	36002811	36013384	10574	2	4151	uc003anz.3	20085	ENSG00000198125	MB	myoglobin
chr3	919025	919074	50	*	Distal Intergenic	3	1134620	1340053	205434	1	27255	uc010hbo.2	-215546	ENSG00000134115	CNTN6	contactin 6
chr3	925650	925799	150	*	Distal Intergenic	3	1134620	1340053	205434	1	27255	uc010hbo.2	-208821	ENSG00000134115	CNTN6	contactin 6
chr3	3196325	3196574	250	*	3' UTR	3	3191317	3221401	30085	2	51185	uc003bpq.3	24827	ENSG00000113851	CRBN	cereblon
chr3	9517250	9517524	275	*	Exon (uc003brt.3/55209, exon 23 of 23)	3	9484574	9519838	35265	1	55209	uc003brx.3	32676	ENSG00000168137	SETD5	SET domain containing 5
chr3	9519975	9520199	225	*	Distal Intergenic	3	9484574	9519838	35265	1	55209	uc003brx.3	35401	ENSG00000168137	SETD5	SET domain containing 5
chr3	20242375	20242524	150	*	Distal Intergenic	3	20209936	20227724	17789	2	151648	uc003cbz.3	-14651	ENSG00000129810	SGO1	shugoshin 1
chr3	27150750	27150974	225	*	Downstream (1-2kb)	3	27152394	27257966	105573	2	152110	uc010hfk.3	106992	ENSG00000163491	NEK10	NIMA related kinase 10
chr3	30768200	30768299	100	*	3' UTR	3	30647994	30735633	87640	1	7048	uc003ceo.3	120206	ENSG00000163513	TGFBR2	transforming growth factor beta receptor 2
chr3	45516175	45516274	100	*	Intron (uc003cop.1/23395, intron 9 of 21)	3	45524187	45551037	26851	2	100885795	uc031rzd.1	34763	NA	LARS2-AS1	LARS2 antisense RNA 1
chr3	45524675	45524824	150	*	Exon (uc031rzd.1/100885795, exon 4 of 4)	3	45524187	45551037	26851	2	100885795	uc031rzd.1	26213	NA	LARS2-AS1	LARS2 antisense RNA 1
chr3	45528050	45528249	200	*	Intron (uc003cop.1/23395, intron 11 of 21)	3	45524187	45551037	26851	2	100885795	uc031rzd.1	22788	NA	LARS2-AS1	LARS2 antisense RNA 1
chr3	48249225	48249424	200	*	Distal Intergenic	3	48238054	48238106	53	1	100616407	uc021wxl.1	11171	ENSG00000265483	MIR4443	microRNA 4443
chr3	48481850	48482049	200	*	Promoter	3	48481686	48485537	3852	1	51372	uc003cte.1	164	ENSG00000232112	TMA7	translation machinery associated 7 homolog
chr3	48489725	48489749	25	*	Intron (uc003ctf.2/84126, intron 1 of 12)	3	48488497	48507708	19212	1	84126	uc031rzo.1	1228	ENSG00000164053	ATRIP	ATR interacting protein
chr3	49034350	49034599	250	*	Intron (uc003cvg.3/54681, intron 2 of 8)	3	49038506	49040736	2231	1	54681	uc010hkm.1	-3907	ENSG00000178467	P4HTM	prolyl 4-hydroxylase, transmembrane
chr3	50166950	50167149	200	*	Intron (uc003cyi.1/uc003cyi.1, intron 2 of 3)	3	50150175	50156397	6223	1	10181	uc003cyh.3	16775	ENSG00000003756	RBM5	RNA binding motif protein 5
chr3	50167650	50167774	125	*	Intron (uc003cyi.1/uc003cyi.1, intron 2 of 3)	3	50150175	50156397	6223	1	10181	uc003cyh.3	17475	ENSG00000003756	RBM5	RNA binding motif protein 5
chr3	56312775	56312924	150	*	Intron (uc003dhr.1/26059, intron 3 of 16)	3	55717822	56469175	751354	2	26059	uc021wzo.1	156251	ENSG00000187672	ERC2	ELKS/RAB6-interacting/CAST family member 2
chr3	57910675	57910724	50	*	Intron (uc003djd.1/7871, intron 20 of 20)	3	57882037	57914894	32858	1	7871	uc011bfc.1	28638	ENSG00000163681	SLMAP	sarcolemma associated protein
chr3	65711900	65712099	200	*	Intron (uc003dmm.3/9223, intron 1 of 24)	3	65879491	65910972	31482	1	100873983	uc031san.1	-167392	ENSG00000240175	MAGI1-AS1	MAGI1 antisense RNA 1
chr3	69008050	69008224	175	*	Distal Intergenic	3	68780915	68981761	200847	2	151647	uc021xah.1	-26289	ENSG00000163377	TAFA4	TAFA chemokine like family member 4
chr3	75684125	75684174	50	*	Distal Intergenic	3	75679914	75680009	96	1	100302212	uc021xar.1	4211	ENSG00000283894	MIR1324	microRNA 1324
chr3	90512625	90512774	150	*	Distal Intergenic	3	89156674	89531284	374611	1	2042	uc003dqy.3	1355951	ENSG00000044524	EPHA3	EPH receptor A3
chr3	95205925	95206099	175	*	Distal Intergenic	3	95373267	95402037	28771	2	100287639	uc003dro.1	195938	ENSG00000244681	MTHFD2P1	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase pseudogene 1
chr3	103004800	103004999	200	*	Distal Intergenic	3	102153859	102198685	44827	1	131368	uc011bhg.1	850941	ENSG00000170044	ZPLD1	zona pellucida like domain containing 1
chr3	106887925	106888149	225	*	Intron (uc003dwf.4/100302640, intron 1 of 7)	3	106555658	106959485	403828	2	100302640	uc003dwf.4	71336	NA	LINC00882	long intergenic non-protein coding RNA 882
chr3	108319850	108319999	150	*	Intron (uc003dxd.3/9666, intron 1 of 32)	3	108321698	108410234	88537	1	9666	uc003dxf.1	-1699	ENSG00000198919	DZIP3	DAZ interacting zinc finger protein 3
chr3	117114775	117114849	75	*	Distal Intergenic	3	116428635	116435887	7253	1	285194	uc011bit.2	686140	ENSG00000243197	TUSC7	tumor suppressor candidate 7
chr3	117124350	117124424	75	*	Distal Intergenic	3	116428635	116435887	7253	1	285194	uc011bit.2	695715	ENSG00000243197	TUSC7	tumor suppressor candidate 7
chr3	126197100	126197174	75	*	Downstream (2-3kb)	3	126169959	126194762	24804	2	79364	uc003eix.2	-2338	ENSG00000070476	ZXDC	ZXD family zinc finger C
chr3	131194600	131194624	25	*	Intron (uc011blo.2/11222, intron 6 of 9)	3	131197842	131198077	236	2	677836	uc003eoi.2	3453	NA	SNORA58	small nucleolar RNA, H/ACA box 58
chr3	133554150	133554374	225	*	Intron (uc003epy.3/51560, intron 6 of 7)	3	133502877	133540336	37460	1	58477	uc003epx.2	51273	ENSG00000144867	SRPRB	SRP receptor subunit beta
chr3	133927975	133928124	150	*	Intron (uc003eqc.1/6259, intron 5 of 15)	3	133875978	133969586	93609	2	6259	uc003eqc.1	41462	ENSG00000163785	RYK	receptor like tyrosine kinase
chr3	142510225	142510399	175	*	Promoter	3	142509861	142523020	13160	1	7220	uc011bni.1	364	ENSG00000144935	TRPC1	transient receptor potential cation channel subfamily C member 1
chr3	142513350	142513574	225	*	Intron (uc003evb.3/7220, intron 8 of 11)	3	142509861	142523020	13160	1	7220	uc011bni.1	3489	ENSG00000144935	TRPC1	transient receptor potential cation channel subfamily C member 1
chr3	142763025	142763299	275	*	Intron (uc003evh.1/23350, intron 24 of 27)	3	142744624	142772636	28013	1	23350	uc003evl.1	18401	ENSG00000163714	U2SURP	U2 snRNP associated SURP domain containing
chr3	149919575	149919724	150	*	Distal Intergenic	3	150126788	150177615	50828	1	9819	uc003exv.3	-207064	ENSG00000196428	TSC22D2	TSC22 domain family member 2
chr3	149927850	149928024	175	*	Distal Intergenic	3	150126788	150177615	50828	1	9819	uc003exv.3	-198764	ENSG00000196428	TSC22D2	TSC22 domain family member 2
chr3	150593875	150594149	275	*	Intron (uc011bny.1/116933, intron 1 of 4)	3	150570271	150797617	227347	1	116933	uc011bny.1	23604	NA	CLRN1-AS1	CLRN1 antisense RNA 1
chr3	161005675	161005924	250	*	Distal Intergenic	3	160952910	160967886	14977	1	51068	uc010hwh.3	52765	ENSG00000169251	NMD3	NMD3 ribosome export adaptor
chr3	161204150	161204299	150	*	Distal Intergenic	3	161214596	161221730	7135	1	131149	uc011bpb.2	-10297	ENSG00000182447	OTOL1	otolin 1
chr3	161207075	161207324	250	*	Distal Intergenic	3	161214596	161221730	7135	1	131149	uc011bpb.2	-7272	ENSG00000182447	OTOL1	otolin 1
chr3	168550850	168550999	150	*	Distal Intergenic	3	168530083	168548374	18292	1	93556	uc003ffh.4	20767	NA	EGFEM1P	EGF like and EMI domain containing 1, pseudogene
chr3	185085325	185085574	250	*	Intron (uc010hyf.3/9175, intron 2 of 14)	3	185080836	185206882	126047	1	9175	uc010hyg.3	4489	ENSG00000073803	MAP3K13	mitogen-activated protein kinase kinase kinase 13
chr3	188914950	188915174	225	*	Intron (uc003frv.2/285386, intron 6 of 10)	3	188889763	189041271	151509	1	285386	uc003frw.2	25187	ENSG00000188001	TPRG1	tumor protein p63 regulated 1
chr3	190433825	190433999	175	*	Distal Intergenic	3	190570526	190580465	9940	2	647309	uc011bsl.1	146466	ENSG00000205835	GMNC	geminin coiled-coil domain containing
chr4	1725	2349	625	*	Distal Intergenic	4	53227	68380	15154	1	152687	uc010iay.2	-50878	ENSG00000272602	ZNF595	zinc finger protein 595
chr4	2950025	2950174	150	*	Exon (uc010icp.2/8602, exon 5 of 11)	4	2939664	2955372	15709	2	8602	uc010icp.2	5198	ENSG00000087269	NOP14	NOP14 nucleolar protein
chr4	5842950	5843174	225	*	Exon (uc003giq.3/1400, exon 8 of 14)	4	5822491	5890315	67825	2	1400	uc003giq.3	47141	ENSG00000072832	CRMP1	collapsin response mediator protein 1
chr4	8647125	8647349	225	*	Distal Intergenic	4	8594387	8621488	27102	1	8532	uc003glo.3	52738	ENSG00000109625	CPZ	carboxypeptidase Z
chr4	10072050	10072299	250	*	Distal Intergenic	4	10080235	10080316	82	2	100423011	uc021xlx.1	8017	ENSG00000264931	MIR3138	microRNA 3138
chr4	40006075	40006299	225	*	Distal Intergenic	4	39899591	39979576	79986	2	23244	uc003guw.4	-26499	ENSG00000121892	PDS5A	PDS5 cohesin associated factor A
chr4	58003725	58003949	225	*	Intron (uc003hco.3/255130, intron 1 of 4)	4	57898404	57976551	78148	2	3490	uc011cag.2	-27174	ENSG00000163453	IGFBP7	insulin like growth factor binding protein 7
chr4	77036025	77036124	100	*	3' UTR	4	77002977	77033955	30979	1	419	uc010ijd.3	33048	ENSG00000156219	ART3	ADP-ribosyltransferase 3
chr4	77320100	77320299	200	*	Intron (uc003hkb.4/339965, intron 2 of 23)	4	77234192	77328458	94267	2	339965	uc003hkb.4	8159	ENSG00000163749	CCDC158	coiled-coil domain containing 158
chr4	78838575	78838724	150	*	Intron (uc003hku.2/65008, intron 7 of 8)	4	78783805	78873944	90140	1	65008	uc003hku.2	54770	ENSG00000169288	MRPL1	mitochondrial ribosomal protein L1
chr4	85591825	85591999	175	*	3' UTR	4	85590693	85603804	13112	2	23001	uc003hpc.3	11805	ENSG00000163625	WDFY3	WD repeat and FYVE domain containing 3
chr4	86966550	86966574	25	*	Intron (uc003hpn.3/5602, intron 3 of 5)	4	86936276	87020430	84155	2	5602	uc003hpn.3	53856	ENSG00000109339	MAPK10	mitogen-activated protein kinase 10
chr4	89113850	89114049	200	*	Intron (uc003hrh.3/9429, intron 1 of 15)	4	89052955	89080459	27505	2	9429	uc003hrk.1	-33391	ENSG00000118777	ABCG2	ATP binding cassette subfamily G member 2 (Junior blood group)
chr4	89125850	89126049	200	*	Intron (uc003hrh.3/9429, intron 1 of 15)	4	89011416	89152474	141059	2	9429	uc003hrh.3	26425	ENSG00000118777	ABCG2	ATP binding cassette subfamily G member 2 (Junior blood group)
chr4	90367225	90367399	175	*	Distal Intergenic	4	90165429	90229161	63733	2	285513	uc003hsm.1	-138064	ENSG00000185477	GPRIN3	GPRIN family member 3
chr4	113200925	113201074	150	*	Intron (uc003ial.3/92610, intron 1 of 1)	4	113196782	113207059	10278	2	92610	uc003ial.3	5985	ENSG00000145365	TIFA	TRAF interacting protein with forkhead associated domain
chr4	113994400	113994499	100	*	Intron (uc003ibc.2/287, intron 2 of 30)	4	113970785	114304896	334112	1	287	uc003ibf.4	23615	ENSG00000145362	ANK2	ankyrin 2
chr4	115321225	115321349	125	*	Distal Intergenic	4	115519611	115598202	78592	1	7368	uc003ibs.2	-198262	ENSG00000174607	UGT8	UDP glycosyltransferase 8
chr4	123873000	123873099	100	*	Intron (uc003iey.3/166378, intron 9 of 10)	4	123844225	124240604	396380	1	166378	uc003iez.4	28775	ENSG00000145375	SPATA5	spermatogenesis associated 5
chr4	141750750	141750874	125	*	Distal Intergenic	4	141541936	141677471	135536	2	23158	uc010ioj.3	-73279	ENSG00000109436	TBC1D9	TBC1 domain family member 9
chr4	159119425	159119624	200	*	Intron (uc003ipu.1/uc003ipu.1, intron 2 of 4)	4	159131401	159176439	45039	1	55314	uc003ipx.3	-11777	ENSG00000164124	TMEM144	transmembrane protein 144
chr4	184630450	184630649	200	*	Intron (uc003ivw.3/60684, intron 30 of 30)	4	184605002	184634747	29746	1	60684	uc003ivy.3	25448	ENSG00000168538	TRAPPC11	trafficking protein particle complex 11
chr4	187878225	187878324	100	*	Distal Intergenic	4	187627717	187647850	20134	2	2195	uc010iso.1	-230375	ENSG00000083857	FAT1	FAT atypical cadherin 1
chr4	187884025	187884274	250	*	Distal Intergenic	4	187627717	187647850	20134	2	2195	uc010iso.1	-236175	ENSG00000083857	FAT1	FAT atypical cadherin 1
chr4	190129450	190129474	25	*	Distal Intergenic	4	190861974	190884359	22386	1	2483	uc003izs.3	-732500	ENSG00000109536	FRG1	FSHD region gene 1
chr5	11235900	11236074	175	*	Intron (uc011cmx.1/1501, intron 4 of 16)	5	10971952	11385341	413390	2	1501	uc011cmx.1	149267	ENSG00000169862	CTNND2	catenin delta 2
chr5	15436725	15436799	75	*	Distal Intergenic	5	15500305	15939900	439596	1	23194	uc003jfn.1	-63506	ENSG00000183580	FBXL7	F-box and leucine rich repeat protein 7
chr5	21838825	21839049	225	*	Intron (uc010iuc.2/1010, intron 5 of 11)	5	22142461	22152105	9645	1	5369	uc011cnp.1	-303412	ENSG00000168967	PMCHL1	pro-melanin concentrating hormone like 1 (pseudogene)
chr5	21846700	21846824	125	*	Intron (uc010iuc.2/1010, intron 4 of 11)	5	22142461	22152105	9645	1	5369	uc011cnp.1	-295637	ENSG00000168967	PMCHL1	pro-melanin concentrating hormone like 1 (pseudogene)
chr5	34033350	34033499	150	*	Exon (uc003jin.3/114899, exon 3 of 6)	5	34017963	34029113	11151	2	114899	uc003jim.3	-4237	ENSG00000082196	C1QTNF3	C1q and TNF related 3
chr5	35999250	35999374	125	*	Intron (uc003jjy.2/133688, intron 1 of 5)	5	35960858	36001130	40273	2	133688	uc003jjy.2	1756	ENSG00000145626	UGT3A1	UDP glycosyltransferase family 3 member A1
chr5	36115150	36115299	150	*	Exon (uc003jkb.1/92255, exon 12 of 18)	5	36147994	36148090	97	2	693165	uc021xxm.1	32791	ENSG00000207756	MIR580	microRNA 580
chr5	38244800	38244824	25	*	Distal Intergenic	5	38258511	38465582	207072	1	133584	uc003jlb.2	-13687	ENSG00000164318	EGFLAM	EGF like, fibronectin type III and laminin G domains
chr5	43076225	43076424	200	*	Intron (uc010ivk.4/100506639, intron 2 of 2)	5	43067125	43093660	26536	1	100506639	uc010ivk.4	9100	NA	LOC100506639	uncharacterized LOC100506639
chr5	44368375	44368449	75	*	Intron (uc003jog.1/2255, intron 1 of 2)	5	44305097	44388784	83688	2	2255	uc003jog.1	20335	ENSG00000070193	FGF10	fibroblast growth factor 10
chr5	49476925	49477174	250	*	Distal Intergenic	5	49692031	49699299	7269	2	133418	uc010ivq.3	222125	ENSG00000170571	EMB	embigin
chr5	49486250	49486499	250	*	Distal Intergenic	5	49692031	49699299	7269	2	133418	uc010ivq.3	212800	ENSG00000170571	EMB	embigin
chr5	52246850	52247249	400	*	Intron (uc003jou.3/3672, intron 28 of 28)	5	52285156	52390609	105454	1	3673	uc003joy.3	-37907	ENSG00000164171	ITGA2	integrin subunit alpha 2
chr5	56552600	56552799	200	*	Intron (uc003jrh.4/65056, intron 10 of 11)	5	56526673	56560506	33834	1	65056	uc021xyv.1	25927	ENSG00000062194	GPBP1	GC-rich promoter binding protein 1
chr5	61685800	61685849	50	*	Intron (uc003jta.3/27292, intron 11 of 11)	5	61684351	61699728	15378	2	27292	uc003jta.3	13879	ENSG00000086189	DIMT1	DIMT1 rRNA methyltransferase and ribosome maturation factor
chr5	71600825	71601024	200	*	Intron (uc003kca.4/23107, intron 2 of 10)	5	71515236	71616082	100847	2	23107	uc003kca.4	15058	ENSG00000113048	MRPS27	mitochondrial ribosomal protein S27
chr5	72150625	72150824	200	*	Intron (uc011csi.1/3842, intron 3 of 8)	5	72144020	72210215	66196	1	3842	uc003kcg.4	6605	ENSG00000083312	TNPO1	transportin 1
chr5	75876000	75876174	175	*	Intron (uc003kek.3/10788, intron 5 of 35)	5	75904920	75967808	62889	1	10788	uc010izv.2	-28746	ENSG00000145703	IQGAP2	IQ motif containing GTPase activating protein 2
chr5	78796400	78796574	175	*	Intron (uc003kfy.4/9456, intron 1 of 8)	5	78669647	78809659	140013	2	9456	uc003kfy.4	13085	ENSG00000152413	HOMER1	homer scaffold protein 1
chr5	81557200	81557449	250	*	Distal Intergenic	5	81569139	81574235	5097	2	6228	uc003khu.3	16786	ENSG00000186468	RPS23	ribosomal protein S23
chr5	108832475	108832674	200	*	Distal Intergenic	5	108670410	108745675	75266	2	9867	uc003kos.4	-86800	ENSG00000198961	PJA2	praja ring finger ubiquitin ligase 2
chr5	112285850	112286099	250	*	Distal Intergenic	5	112312407	112320348	7942	1	167227	uc003kqg.3	-26308	ENSG00000172795	DCP2	decapping mRNA 2
chr5	131366850	131366874	25	*	Distal Intergenic	5	131325100	131347870	22771	2	23305	uc003kwd.1	-18980	ENSG00000164398	ACSL6	acyl-CoA synthetase long chain family member 6
chr5	139433125	139433224	100	*	Distal Intergenic	5	139226364	139422884	196521	2	9542	uc021yed.1	-10241	ENSG00000158458	NRG2	neuregulin 2
chr5	139565975	139566049	75	*	Intron (uc003lfd.3/84418, intron 1 of 2)	5	139554653	139663119	108467	1	84418	uc010jfi.3	11322	ENSG00000120306	CYSTM1	cysteine rich transmembrane module containing 1
chr5	140951850	140952074	225	*	Intron (uc003llb.4/1729, intron 16 of 27)	5	140907140	140953775	46636	2	1729	uc010jgc.1	1701	ENSG00000131504	DIAPH1	diaphanous related formin 1
chr5	142275675	142275849	175	*	Intron (uc003lmt.3/23092, intron 6 of 22)	5	142239170	142248475	9306	2	100874239	uc003lmv.3	-27200	ENSG00000226272	ARHGAP26-AS1	ARHGAP26 antisense RNA 1
