seqnames	start	end	width	strand	V4	V5	V6	V7	V8	V9	V10	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr11	36562648	36562877	230	*	.	1000	.	51.24445	-1	5.05212	115	Intron (uc001mwt.3/5896, intron 3 of 9)	11	36537014	36614706	77693	1	5896	uc001mwt.3	25634	ENSG00000166349	RAG1	recombination activating 1
chr13	26687070	26687299	230	*	.	1000	.	51.3245	-1	5.05212	115	Distal Intergenic	13	26618735	26625198	6464	2	387914	uc001uqm.1	-61872	ENSG00000180730	SHISA2	shisa family member 2
chr1	17274112	17274341	230	*	.	1000	.	51.37117	-1	5.05212	115	Intron (uc001azt.2/9696, intron 17 of 36)	1	17266389	17299474	33086	1	9696	uc001azu.2	7723	ENSG00000058453	CROCC	ciliary rootlet coiled-coil, rootletin
chr19	20070040	20070269	230	*	.	1000	.	51.441	-1	5.05212	115	Distal Intergenic	19	20011722	20046382	34661	1	81931	uc002non.3	58318	ENSG00000184635	ZNF93	zinc finger protein 93
chr2	115923206	115923435	230	*	.	1000	.	51.70192	-1	5.05212	115	Intron (uc002tla.2/57628, intron 1 of 25)	2	115919684	116602326	682643	1	57628	uc002tlf.2	3522	ENSG00000175497	DPP10	dipeptidyl peptidase like 10
chr8	55078797	55079026	230	*	.	1000	.	51.71897	-1	5.05212	115	Distal Intergenic	8	55047781	55061074	13294	1	29088	uc003xsa.2	31016	ENSG00000137547	MRPL15	mitochondrial ribosomal protein L15
chr16	2033432	2033661	230	*	.	1000	.	51.77378	-1	5.05212	115	Promoter	16	2034150	2037750	3601	1	2671	uc002cob.3	-489	ENSG00000127554	GFER	growth factor, augmenter of liver regeneration
chr3	140998220	140998449	230	*	.	1000	.	51.92413	-1	5.05212	115	Exon (uc003etu.3/92370, exon 6 of 8)	3	140981456	141013486	32031	1	92370	uc011bnb.2	16764	ENSG00000155893	PXYLP1	2-phosphoxylose phosphatase 1
chr13	45914618	45914847	230	*	.	1000	.	52.05316	-1	5.05212	115	Promoter	13	45911304	45915297	3994	2	7178	uc001uzy.1	450	ENSG00000133112	TPT1	tumor protein, translationally-controlled 1
chr8	22280149	22280378	230	*	.	1000	.	52.11009	-1	5.05212	115	3' UTR	8	22298483	22380326	81844	1	5533	uc003xbr.2	-18105	ENSG00000120910	PPP3CC	protein phosphatase 3 catalytic subunit gamma
chr2	116638231	116638460	230	*	.	1000	.	52.14474	-1	5.05212	115	Distal Intergenic	2	115919684	116602326	682643	1	57628	uc002tlf.2	718547	ENSG00000175497	DPP10	dipeptidyl peptidase like 10
chr1	151881852	151882081	230	*	.	1000	.	52.22422	-1	5.05212	115	Promoter	1	151843343	151882361	39019	2	117145	uc001ezj.2	280	ENSG00000159445	THEM4	thioesterase superfamily member 4
chr6	151797112	151797341	230	*	.	1000	.	52.29002	-1	5.05212	115	Distal Intergenic	6	151815175	151942328	127154	1	80129	uc003qol.3	-17834	ENSG00000120262	CCDC170	coiled-coil domain containing 170
chr10	22590173	22590402	230	*	.	1000	.	52.29408	-1	5.05212	115	Distal Intergenic	10	22605312	22620414	15103	1	100532731	uc009xkg.3	-14910	ENSG00000269897	COMMD3-BMI1	COMMD3-BMI1 readthrough
chr19	51003556	51003785	230	*	.	1000	.	52.37416	-1	5.05212	115	Distal Intergenic	19	51009254	51014416	5163	2	126119	uc002psn.2	10631	ENSG00000161677	JOSD2	Josephin domain containing 2
chr19	55600010	55600239	230	*	.	1000	.	52.38854	-1	5.05212	115	Downstream (2-3kb)	19	55593306	55599291	5986	1	54869	uc002qiw.3	6704	ENSG00000131037	EPS8L1	EPS8 like 1
chr5	110886319	110886548	230	*	.	1000	.	52.41866	-1	5.05212	115	Intron (uc021ych.1/100505678, intron 1 of 6)	5	110834022	110848233	14212	2	134429	uc003kpi.1	-38086	ENSG00000164211	STARD4	StAR related lipid transfer domain containing 4
chr12	55083885	55084114	230	*	.	1000	.	52.45081	-1	5.05212	115	Distal Intergenic	12	55038375	55042149	3775	2	117159	uc009znu.3	-41736	ENSG00000161634	DCD	dermcidin
chr17	76848850	76849079	230	*	.	1000	.	52.46933	-1	5.05212	115	3' UTR	17	76822555	76836969	14415	2	57602	uc002jwd.1	-11881	ENSG00000055483	USP36	ubiquitin specific peptidase 36
chr2	127808777	127809006	230	*	.	1000	.	52.61954	-1	5.05212	115	Exon (uc002tns.2/274, exon 16 of 19)	2	127805599	127839641	34043	2	274	uc010yzf.2	30635	ENSG00000136717	BIN1	bridging integrator 1
chr13	102593788	102594017	230	*	.	1000	.	52.67433	-1	5.05212	115	Intron (uc001vpf.2/2259, intron 1 of 4)	13	102373205	102568995	195791	2	2259	uc001vpe.2	-24793	ENSG00000102466	FGF14	fibroblast growth factor 14
chr20	4201860	4202089	230	*	.	1000	.	52.78788	-1	5.05212	115	3' UTR	20	4201278	4229659	28382	2	146	uc002wkr.2	27570	ENSG00000171873	ADRA1D	adrenoceptor alpha 1D
chr8	49231358	49231587	230	*	.	1000	.	52.92886	-1	5.05212	115	Distal Intergenic	8	48920995	48974454	53460	1	7336	uc003xqm.3	310363	ENSG00000169139	UBE2V2	ubiquitin conjugating enzyme E2 V2
chr7	138550706	138550935	230	*	.	1000	.	52.96886	-1	5.05212	115	Intron (uc011kqi.2/57670, intron 7 of 11)	7	138516127	138583965	67839	2	57670	uc011kqi.2	33030	ENSG00000122778	KIAA1549	KIAA1549
chr8	145518729	145518958	230	*	.	1000	.	53.02954	-1	5.05212	115	Intron (uc003zbt.4/3297, intron 1 of 12)	8	145515270	145538385	23116	1	3297	uc003zbu.4	3459	ENSG00000185122	HSF1	heat shock transcription factor 1
chr6	69685042	69685271	230	*	.	1000	.	53.05448	-1	5.05212	115	Exon (uc003pev.4/577, exon 10 of 32)	6	69942298	70099403	157106	1	577	uc011dxx.2	-257027	ENSG00000135298	ADGRB3	adhesion G protein-coupled receptor B3
chr1	240352766	240352995	230	*	.	1000	.	53.06208	-1	5.05212	115	Intron (uc010pyd.2/56776, intron 4 of 17)	1	240408560	240555862	147303	1	56776	uc010pyf.1	-55565	ENSG00000155816	FMN2	formin 2
chr6	17845811	17846040	230	*	.	1000	.	53.15579	-1	5.05212	115	Intron (uc003ncf.3/63971, intron 9 of 37)	6	17815157	17837321	22165	2	63971	uc003ncj.3	-8490	ENSG00000137177	KIF13A	kinesin family member 13A
chr2	68949990	68950219	230	*	.	1000	.	53.16623	-1	5.05212	115	Intron (uc010yqk.2/9938, intron 2 of 7)	2	68961913	69053957	92045	1	9938	uc010fdg.3	-11694	ENSG00000163219	ARHGAP25	Rho GTPase activating protein 25
chr2	109832803	109833032	230	*	.	1000	.	53.20427	-1	5.05212	115	Intron (uc010ywt.1/344558, intron 1 of 9)	2	109757946	109758044	99	2	100422863	uc021vlw.1	-74759	ENSG00000264934	MIR4265	microRNA 4265
chr1	28969587	28969816	230	*	.	1000	.	53.21835	-1	5.05212	115	Promoter	1	28929609	28969604	39996	2	6883	uc001bqx.3	0	ENSG00000120656	TAF12	TATA-box binding protein associated factor 12
chr1	245960972	245961201	230	*	.	1000	.	53.22928	-1	5.05212	115	Intron (uc001ibj.3/64754, intron 5 of 6)	1	245912642	246094125	181484	2	64754	uc001ibj.3	132924	ENSG00000185420	SMYD3	SET and MYND domain containing 3
chr1	65327334	65327563	230	*	.	1000	.	53.37563	-1	5.05212	115	Intron (uc001dbu.1/3716, intron 8 of 24)	1	65298906	65311323	12418	2	3716	uc009wal.1	-16011	ENSG00000162434	JAK1	Janus kinase 1
chr10	94833915	94834144	230	*	.	1000	.	53.47513	-1	5.05212	115	Promoter	10	94833647	94837641	3995	1	1592	uc001kil.2	268	ENSG00000095596	CYP26A1	cytochrome P450 family 26 subfamily A member 1
chr4	113525800	113526029	230	*	.	1000	.	53.52798	-1	5.05212	115	Intron (uc003iau.3/55345, intron 9 of 27)	4	113460489	113509085	48597	2	55345	uc003iav.3	-16715	ENSG00000138658	ZGRF1	zinc finger GRF-type containing 1
chr11	63766540	63766769	230	*	.	1000	.	53.60777	-1	5.05212	115	Intron (uc001nyh.3/28992, intron 8 of 10)	11	63754314	63765892	11579	1	55611	uc009ypb.1	12226	ENSG00000167770	OTUB1	OTU deubiquitinase, ubiquitin aldehyde binding 1
chr6	164518640	164518869	230	*	.	1000	.	53.61622	-1	5.05212	115	Distal Intergenic	6	163835675	163999628	163954	1	9444	uc003quj.3	682965	ENSG00000112531	QKI	QKI, KH domain containing RNA binding
chr7	108233246	108233475	230	*	.	1000	.	53.64638	-1	5.05212	115	Distal Intergenic	7	108210189	108215294	5106	1	4189	uc003vfn.3	23057	ENSG00000128590	DNAJB9	DnaJ heat shock protein family (Hsp40) member B9
chr7	142566068	142566297	230	*	.	1000	.	53.67941	-1	5.05212	115	Exon (uc003wbs.3/2051, exon 13 of 19)	7	142565037	142568847	3811	1	2051	uc003wbv.3	1031	ENSG00000106123	EPHB6	EPH receptor B6
chr16	57126772	57127001	230	*	.	1000	.	53.70058	-1	5.05212	115	Promoter	16	57126455	57181878	55424	1	221184	uc010cct.2	317	ENSG00000140848	CPNE2	copine 2
chr6	159590277	159590506	230	*	.	1000	.	53.90247	-1	5.05212	115	Promoter	6	159590429	159693140	102712	1	84624	uc010kjv.3	0	ENSG00000164694	FNDC1	fibronectin type III domain containing 1
chr14	52482419	52482648	230	*	.	1000	.	54.03221	-1	5.05212	115	Intron (uc001wzo.3/22795, intron 14 of 21)	14	52456228	52471420	15193	1	51637	uc010aod.3	26191	ENSG00000087302	RTRAF	RNA transcription, translation and transport factor
chr15	34880244	34880473	230	*	.	1000	.	54.05578	-1	5.05212	115	Distal Intergenic	15	34817484	34828222	10739	2	440270	uc001ziq.3	-52022	ENSG00000215252	GOLGA8B	golgin A8 family member B
chr12	57885278	57885507	230	*	.	1000	.	54.07912	-1	5.05212	115	Intron (uc001sof.1/4141, intron 8 of 22)	12	57867825	57882597	14773	2	64333	uc001soe.1	-2681	ENSG00000123329	ARHGAP9	Rho GTPase activating protein 9
chr12	91353406	91353635	230	*	.	1000	.	54.33874	-1	5.05212	115	Distal Intergenic	12	91345992	91348953	2962	2	196477	uc001tbj.3	-4453	ENSG00000197651	CCER1	coiled-coil glutamate rich protein 1
chr2	162270864	162271093	230	*	.	1000	.	54.5797	-1	5.05212	115	Distal Intergenic	2	162272620	162281573	8954	1	10716	uc002ubw.1	-1527	ENSG00000136535	TBR1	T-box brain transcription factor 1
chr11	124761588	124761817	230	*	.	1000	.	54.70906	-1	5.05212	115	Exon (uc001qbg.3/54538, exon 11 of 18)	11	124756281	124763936	7656	2	54538	uc001qbi.3	2119	ENSG00000154133	ROBO4	roundabout guidance receptor 4
chr10	33482341	33482570	230	*	.	1000	.	54.76685	-1	5.05212	115	Intron (uc001iwv.4/8829, intron 12 of 15)	10	33466419	33623768	157350	2	8829	uc001iwv.4	141198	ENSG00000099250	NRP1	neuropilin 1
chr2	159314510	159314739	230	*	.	1000	.	54.79789	-1	5.05212	115	Promoter	2	159313967	159519600	205634	1	8502	uc002tzy.1	543	ENSG00000144283	PKP4	plakophilin 4
chr4	3320347	3320576	230	*	.	1000	.	54.79885	-1	5.05212	115	Intron (uc003ggu.2/6002, intron 2 of 6)	4	3317797	3344916	27120	1	6002	uc003ggx.1	2550	ENSG00000159788	RGS12	regulator of G protein signaling 12
chr15	76633414	76633643	230	*	.	1000	.	54.86124	-1	5.05212	115	Exon (uc002bbw.1/64843, exon 5 of 6)	15	76629147	76634816	5670	1	64843	uc021sqw.1	4267	ENSG00000159556	ISL2	ISL LIM homeobox 2
chr2	49847024	49847253	230	*	.	1000	.	54.95619	-1	5.05212	115	Distal Intergenic	2	50145643	50201304	55662	2	9378	uc002rxa.4	354051	ENSG00000179915	NRXN1	neurexin 1
chr17	61966904	61967133	230	*	.	1000	.	55.15923	-1	5.05212	115	Distal Intergenic	17	61972268	61974021	1754	2	1442	uc002jcs.2	6888	ENSG00000136488	CSH1	chorionic somatomammotropin hormone 1
chr6	3752227	3752456	230	*	.	1000	.	55.18179	-1	5.05212	115	Promoter	6	3722836	3752246	29411	2	221749	uc003mvt.2	0	ENSG00000168994	PXDC1	PX domain containing 1
chr7	91481742	91481971	230	*	.	1000	.	55.19509	-1	5.05212	115	Intron (uc010let.1/7978, intron 2 of 3)	7	91431460	91510016	78557	2	7978	uc010let.1	28045	ENSG00000127989	MTERF1	mitochondrial transcription termination factor 1
chr1	220390807	220391036	230	*	.	1000	.	55.21153	-1	5.05212	115	Intron (uc001hmf.2/25782, intron 2 of 34)	1	220373884	220374018	135	2	677818	uc010pul.2	-16789	ENSG00000222370	SNORA36B	small nucleolar RNA, H/ACA box 36B
chr10	99473859	99474088	230	*	.	1000	.	55.22327	-1	5.05212	115	Promoter	10	99473465	99477909	4445	1	83742	uc001koj.4	394	ENSG00000155254	MARVELD1	MARVEL domain containing 1
chr1	30162278	30162507	230	*	.	1000	.	55.28321	-1	5.05212	115	Distal Intergenic	1	29646722	29653325	6604	1	10076	uc001brx.3	515556	ENSG00000060656	PTPRU	protein tyrosine phosphatase receptor type U
chr16	769844	770073	230	*	.	1000	.	55.301	-1	5.05212	115	Downstream (2-3kb)	16	771142	772590	1449	1	65990	uc002cje.4	-1069	ENSG00000103254	ANTKMT	adenine nucleotide translocase lysine methyltransferase
chr11	26318794	26319023	230	*	.	1000	.	55.35001	-1	5.05212	115	Intron (uc010rdr.2/63982, intron 1 of 27)	11	26353678	26684836	331159	1	63982	uc001mqt.4	-34655	ENSG00000134343	ANO3	anoctamin 3
chr15	54566215	54566444	230	*	.	1000	.	55.437	-1	5.05212	115	Intron (uc021smr.1/440279, intron 8 of 30)	15	54556343	54709268	152926	1	440279	uc002acl.3	9872	ENSG00000137766	UNC13C	unc-13 homolog C
chr3	65398385	65398614	230	*	.	1000	.	55.48592	-1	5.05212	115	Intron (uc003dmm.3/9223, intron 12 of 24)	3	65364936	65387379	22444	2	9223	uc010hnx.1	-11006	ENSG00000151276	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1
chr3	77087607	77087836	230	*	.	1000	.	55.54629	-1	5.05212	115	Intron (uc021xat.1/6092, intron 1 of 25)	3	77089294	77699114	609821	1	6092	uc003dpy.4	-1458	ENSG00000185008	ROBO2	roundabout guidance receptor 2
chr19	49521220	49521449	230	*	.	1000	.	55.6316	-1	5.05212	115	Promoter	19	49519237	49520347	1111	2	3972	uc002plt.3	-873	ENSG00000104826	LHB	luteinizing hormone subunit beta
chr3	179367441	179367670	230	*	.	1000	.	55.72342	-1	5.05212	115	Distal Intergenic	3	179370933	179507189	136257	1	8975	uc003fkh.3	-3263	ENSG00000058056	USP13	ubiquitin specific peptidase 13
chr9	127155362	127155591	230	*	.	1000	.	55.73408	-1	5.05212	115	Intron (uc004boj.4/5695, intron 5 of 7)	9	127115744	127177752	62009	2	5695	uc004boj.4	22161	ENSG00000136930	PSMB7	proteasome 20S subunit beta 7
chr13	46721104	46721333	230	*	.	1000	.	55.95889	-1	5.05212	115	Exon (uc001vaz.4/3936, exon 10 of 16)	13	46700058	46719354	19297	2	3936	uc001vay.4	-1750	ENSG00000136167	LCP1	lymphocyte cytosolic protein 1
chr15	90829984	90830213	230	*	.	1000	.	56.02444	-1	5.05212	115	Distal Intergenic	15	90773477	90808991	35515	2	10519	uc031qtr.1	-20993	ENSG00000185043	CIB1	calcium and integrin binding 1
chr22	30998153	30998382	230	*	.	1000	.	56.04554	-1	5.05212	115	Intron (uc003ain.1/23481, intron 2 of 16)	22	30972612	31003000	30389	2	23481	uc003ain.1	4618	ENSG00000100029	PES1	pescadillo ribosomal biogenesis factor 1
chr7	68002750	68002979	230	*	.	1000	.	56.05042	-1	5.05212	115	Distal Intergenic	7	69063905	69755607	691703	1	26053	uc003tvv.4	-1060926	ENSG00000158321	AUTS2	activator of transcription and developmental regulator AUTS2
chr2	153031820	153032049	230	*	.	1000	.	56.08175	-1	5.05212	115	Promoter	2	152973315	153032506	59192	2	10254	uc002tyc.4	457	ENSG00000115145	STAM2	signal transducing adaptor molecule 2
chr2	50763558	50763787	230	*	.	1000	.	56.09451	-1	5.05212	115	Intron (uc002rxb.4/9378, intron 4 of 16)	2	50145643	50850753	705111	2	9378	uc002rxb.4	86966	ENSG00000179915	NRXN1	neurexin 1
chr21	27244656	27244885	230	*	.	1000	.	56.12602	-1	5.05212	115	Distal Intergenic	21	27252861	27342862	90002	2	351	uc011acg.2	97977	ENSG00000142192	APP	amyloid beta precursor protein
chr6	11596265	11596494	230	*	.	1000	.	56.13767	-1	5.05212	115	Distal Intergenic	6	11538460	11583757	45298	1	100113407	uc010jpa.4	57805	ENSG00000205269	TMEM170B	transmembrane protein 170B
chr15	83876983	83877212	230	*	.	1000	.	56.14965	-1	5.05212	115	Promoter	15	83806804	83876770	69967	2	50810	uc002bjs.2	-213	ENSG00000166503	HDGFL3	HDGF like 3
chr2	101044184	101044413	230	*	.	1000	.	56.19484	-1	5.05212	115	Distal Intergenic	2	101008322	101034130	25809	2	9486	uc002tam.3	-10054	ENSG00000115526	CHST10	carbohydrate sulfotransferase 10
chr5	7391411	7391640	230	*	.	1000	.	56.36286	-1	5.05212	115	Distal Intergenic	5	7396343	7830194	433852	1	108	uc003jdz.1	-4703	ENSG00000078295	ADCY2	adenylate cyclase 2
chr12	54161543	54161772	230	*	.	1000	.	56.37898	-1	5.05212	115	Distal Intergenic	12	54107812	54121307	13496	2	57658	uc010soo.1	-40236	ENSG00000012822	CALCOCO1	calcium binding and coiled-coil domain 1
chr3	167765046	167765275	230	*	.	1000	.	56.58473	-1	5.05212	115	Intron (uc003ffe.2/27333, intron 2 of 15)	3	167727654	167813417	85764	2	27333	uc003ffe.2	48142	ENSG00000173905	GOLIM4	golgi integral membrane protein 4
chr18	45756142	45756371	230	*	.	1000	.	56.89299	-1	5.05212	115	Intron (uc010dnw.3/201501, intron 2 of 4)	18	45566271	45691937	125667	2	201501	uc010dnx.1	-64205	ENSG00000184828	ZBTB7C	zinc finger and BTB domain containing 7C
chr2	28711797	28712026	230	*	.	1000	.	56.95308	-1	5.05212	115	Distal Intergenic	2	28718938	28866653	147716	1	151056	uc002rmb.2	-6912	ENSG00000163803	PLB1	phospholipase B1
chr11	90209667	90209896	230	*	.	1000	.	57.06882	-1	5.05212	115	Distal Intergenic	11	90288942	90289025	84	2	100616186	uc021qor.1	79129	ENSG00000266703	MIR4490	microRNA 4490
chr13	90603695	90603924	230	*	.	1000	.	57.25106	-1	5.05212	115	Distal Intergenic	13	90712501	90771971	59471	2	100874187	uc031qmr.1	168047	ENSG00000261446	LINC00559	long intergenic non-protein coding RNA 559
chr17	5000371	5000600	230	*	.	1000	.	57.54854	-1	5.05212	115	Distal Intergenic	17	5008839	5015646	6808	2	7775	uc002gar.1	15046	ENSG00000167840	ZNF232	zinc finger protein 232
chr2	200844838	200845067	230	*	.	1000	.	57.68056	-1	5.05212	115	Distal Intergenic	2	200806806	200820459	13654	2	129450	uc002uvl.3	-24379	ENSG00000162971	TYW5	tRNA-yW synthesizing protein 5
chr8	27323197	27323426	230	*	.	1000	.	57.68724	-1	5.05212	115	Intron (uc010lur.3/1135, intron 5 of 6)	8	27317278	27336813	19536	2	1135	uc010lur.3	13387	ENSG00000120903	CHRNA2	cholinergic receptor nicotinic alpha 2 subunit
chr2	230872968	230873197	230	*	.	1000	.	57.76525	-1	5.05212	115	Intron (uc002vqa.3/130888, intron 3 of 3)	2	230910373	230933264	22892	2	151473	uc002vqe.3	60067	ENSG00000163053	SLC16A14	solute carrier family 16 member 14
chr7	140920144	140920373	230	*	.	1000	.	57.77172	-1	5.05212	115	Intron (uc003vwg.2/100507421, intron 2 of 3)	7	140774032	141180179	406148	1	100507421	uc003vwg.2	146112	ENSG00000261115	TMEM178B	transmembrane protein 178B
chr11	62162340	62162569	230	*	.	1000	.	57.7957	-1	5.05212	115	Distal Intergenic	11	62186507	62190678	4172	1	7356	uc001ntj.3	-23938	ENSG00000149021	SCGB1A1	secretoglobin family 1A member 1
chr14	104160857	104161086	230	*	.	1000	.	57.84967	-1	5.05212	115	Intron (uc001yno.3/3831, intron 13 of 14)	14	104142026	104167888	25863	1	3831	uc001yns.3	18831	ENSG00000126214	KLC1	kinesin light chain 1
chr12	6432462	6432691	230	*	.	1000	.	57.90591	-1	5.05212	115	Intron (uc001qnr.3/55200, intron 13 of 15)	12	6421817	6437672	15856	1	55200	uc010sex.2	10645	ENSG00000008323	PLEKHG6	pleckstrin homology and RhoGEF domain containing G6
chr7	55482944	55483173	230	*	.	1000	.	58.0161	-1	5.05212	115	Intron (uc003tqp.3/55915, intron 6 of 8)	7	55433141	55501435	68295	1	55915	uc003tqp.3	49803	ENSG00000132434	LANCL2	LanC like 2
chr8	145032718	145032947	230	*	.	1000	.	58.07107	-1	5.05212	115	Intron (uc003zah.2/5339, intron 1 of 31)	8	144989321	145028088	38768	2	5339	uc003zag.1	-4630	ENSG00000178209	PLEC	plectin
chr5	16489414	16489643	230	*	.	1000	.	58.15714	-1	5.05212	115	Intron (uc003jfr.3/54463, intron 1 of 6)	5	16473147	16509107	35961	2	54463	uc003jfr.3	19464	ENSG00000154153	RETREG1	reticulophagy regulator 1
chr12	79801795	79802024	230	*	.	1000	.	58.15772	-1	5.05212	115	Intron (uc001sys.3/6857, intron 10 of 11)	12	79813037	79813101	65	1	100302136	uc021ray.1	-11013	ENSG00000221788	MIR1252	microRNA 1252
chr8	24763551	24763780	230	*	.	1000	.	58.24378	-1	5.05212	115	Distal Intergenic	8	24771274	24776489	5216	1	4741	uc011lac.1	-7494	ENSG00000104722	NEFM	neurofilament medium
chr11	129245889	129246118	230	*	.	1000	.	58.33959	-1	5.05212	115	Promoter	11	129245881	129322174	76294	1	8538	uc001qfc.4	8	ENSG00000043039	BARX2	BARX homeobox 2
chr8	118875839	118876068	230	*	.	1000	.	58.33961	-1	5.05212	115	Intron (uc003yok.1/2131, intron 1 of 10)	8	118811602	119124058	312457	2	2131	uc003yok.1	247990	ENSG00000182197	EXT1	exostosin glycosyltransferase 1
chr4	190833480	190833709	230	*	.	1000	.	58.34868	-1	5.05212	115	Intron (uc003izq.4/uc003izq.4, intron 2 of 2)	4	190861974	190884359	22386	1	2483	uc003izs.3	-28265	ENSG00000109536	FRG1	FSHD region gene 1
chr2	86031802	86032031	230	*	.	1000	.	58.37696	-1	5.05212	115	Distal Intergenic	2	86042253	86053911	11659	1	284950	uc021vkc.1	-10222	NA	LOC284950	uncharacterized LOC284950
chr15	45750193	45750422	230	*	.	1000	.	58.41044	-1	5.05212	115	Intron (uc001zvi.1/uc001zvi.1, intron 1 of 3)	15	45725248	45725327	80	1	100126311	uc021skp.1	24945	ENSG00000284386	MIR147B	microRNA 147b
chr12	129675464	129675693	230	*	.	1000	.	58.47769	-1	5.05212	115	Intron (uc009zyl.1/121256, intron 5 of 8)	12	129556271	129570545	14275	2	121256	uc001uia.2	-104919	ENSG00000151952	TMEM132D	transmembrane protein 132D
chr12	39314954	39315183	230	*	.	1000	.	58.8733	-1	5.05212	115	Distal Intergenic	12	39046002	39299420	253419	2	144402	uc001rls.1	-15534	ENSG00000139117	CPNE8	copine 8
chr16	80560409	80560638	230	*	.	1000	.	58.92059	-1	5.05212	115	Distal Intergenic	16	80574854	80584541	9688	1	83657	uc002ffo.3	-14216	ENSG00000168589	DYNLRB2	dynein light chain roadblock-type 2
chr14	77712243	77712472	230	*	.	1000	.	58.98415	-1	5.05212	115	Exon (uc001xtf.2/57156, exon 17 of 24)	14	77732561	77732633	73	1	100302236	uc021rws.1	-20089	ENSG00000221754	MIR1260A	microRNA 1260a
chr2	3470807	3471036	230	*	.	1000	.	58.98838	-1	5.05212	115	Intron (uc002qxm.1/51112, intron 9 of 11)	2	3501690	3521518	19829	2	55256	uc010yiq.2	50482	ENSG00000182551	ADI1	acireductone dioxygenase 1
chr3	182840202	182840431	230	*	.	1000	.	59.01895	-1	5.05212	115	3' UTR	3	182733006	182833860	100855	2	56922	uc003flg.3	-6342	ENSG00000078070	MCCC1	methylcrotonoyl-CoA carboxylase 1
chr6	18324493	18324722	230	*	.	1000	.	59.04593	-1	5.05212	115	Distal Intergenic	6	18225256	18264799	39544	2	7913	uc011djg.1	-59694	ENSG00000124795	DEK	DEK proto-oncogene
chr6	93727041	93727270	230	*	.	1000	.	59.11902	-1	5.05212	115	Distal Intergenic	6	93949740	94129300	179561	2	2045	uc003poe.3	402030	ENSG00000135333	EPHA7	EPH receptor A7
chr3	2208298	2208527	230	*	.	1000	.	59.16151	-1	5.05212	115	Intron (uc003bpb.1/152330, intron 2 of 20)	3	2152093	2185925	33833	2	100873976	uc031rye.1	-22373	ENSG00000227588	CNTN4-AS2	CNTN4 antisense RNA 2
chr4	158125776	158126005	230	*	.	1000	.	59.24289	-1	5.05212	115	Distal Intergenic	4	158141295	158287226	145932	1	2891	uc011cit.2	-15290	ENSG00000120251	GRIA2	glutamate ionotropic receptor AMPA type subunit 2
chr12	27192444	27192673	230	*	.	1000	.	59.38218	-1	5.05212	115	Distal Intergenic	12	27175455	27183606	8152	1	9412	uc031qgt.1	16989	ENSG00000152944	MED21	mediator complex subunit 21
chr2	153046477	153046706	230	*	.	1000	.	59.45915	-1	5.05212	115	Distal Intergenic	2	152988396	153032506	44111	2	10254	uc002tyd.3	-13971	ENSG00000115145	STAM2	signal transducing adaptor molecule 2
chr8	41801712	41801941	230	*	.	1000	.	59.46236	-1	5.05212	115	Intron (uc003xon.4/7994, intron 12 of 16)	8	41510744	41754280	243537	2	286	uc003xom.3	-47432	ENSG00000029534	ANK1	ankyrin 1
chr2	162433028	162433257	230	*	.	1000	.	59.48156	-1	5.05212	115	Distal Intergenic	2	162480845	162757670	276826	1	57282	uc010fpa.1	-47588	ENSG00000144290	SLC4A10	solute carrier family 4 member 10
chr14	32395334	32395563	230	*	.	1000	.	59.53014	-1	5.05212	115	Distal Intergenic	14	32544625	32545905	1281	2	84837	uc010amk.3	150342	NA	ARHGAP5-AS1	ARHGAP5 antisense RNA 1 (head to head)
chr8	17434428	17434657	230	*	.	1000	.	59.53756	-1	5.05212	115	Promoter	8	17433942	17500642	66701	1	5157	uc003wxr.3	486	ENSG00000104213	PDGFRL	platelet derived growth factor receptor like
chr13	76593576	76593805	230	*	.	1000	.	59.88883	-1	5.05212	115	Distal Intergenic	13	76445174	76457948	12775	1	729420	uc001vjy.2	148402	ENSG00000178734	LMO7DN	LMO7 downstream neighbor
chr1	203275759	203275988	230	*	.	1000	.	59.96372	-1	5.05212	115	Intron (uc001gzq.3/7832, intron 1 of 1)	1	203274664	203278729	4066	1	7832	uc001gzq.3	1095	ENSG00000159388	BTG2	BTG anti-proliferation factor 2
chr7	158200704	158200933	230	*	.	1000	.	60.00018	-1	5.05212	115	Intron (uc011kwa.2/5799, intron 2 of 22)	7	158325410	158325505	96	2	693180	uc022aql.1	124572	ENSG00000207637	MIR595	microRNA 595
chr21	45909915	45910144	230	*	.	1000	.	60.05112	-1	5.05212	115	Distal Intergenic	21	45937098	45938860	1763	1	114043	uc002zff.4	-26954	NA	TSPEAR-AS2	TSPEAR antisense RNA 2
chr3	101528097	101528326	230	*	.	1000	.	60.09544	-1	5.05212	115	Intron (uc003dvn.3/91775, intron 6 of 7)	3	101546834	101579869	33036	1	64332	uc003dvo.3	-18508	ENSG00000144802	NFKBIZ	NFKB inhibitor zeta
chr2	99795687	99795916	230	*	.	1000	.	60.15416	-1	5.05212	115	Intron (uc002szl.1/51263, intron 4 of 13)	2	99785726	99797492	11767	2	129531	uc002szs.1	1576	ENSG00000158411	MITD1	microtubule interacting and trafficking domain containing 1
